Name,DOB,SSN,Zip,Age,Workclass,fnlwgt,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
Isabella Sillito,8/21/1970,806-47-6576,13763,51,Self-emp-inc,46281,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
Donelle Rivers,12/26/1993,795-97-6339,55334,35,Private,148015,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
Roshelle Philipeau,1/9/1957,394-89-3599,25987,19,Private,278115,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
Harmon Canto,7/4/1954,316-74-0973,27143,27,Private,190525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K
Silvan Klug,7/22/1973,509-16-2013,16719,34,Private,176673,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,35,United-States,<=50K
Chase Moy,1/26/1988,682-12-3995,28743,33,,202366,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,32,United-States,<=50K
Orly Webley,3/4/1969,724-33-8596,4756,36,Private,238415,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
Rozanne Blunsom,9/13/1966,857-62-1675,47264,33,Self-emp-not-inc,37939,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
Brien Martinek,4/11/1953,288-20-0343,80066,60,Self-emp-not-inc,35649,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Omar Filippyev,3/10/1999,633-18-2419,66389,42,Private,383493,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
Glad Jehu,8/23/1996,733-62-7783,22151,47,Federal-gov,204900,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,<=50K
Marcello Giorgioni,6/4/1982,690-88-3496,64868,42,Private,20809,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,75,United-States,>50K
Lil Fusco,11/23/2005,429-96-3383,94018,34,Private,148207,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
Joanne Attridge,4/5/2007,688-64-8052,52213,21,Private,200153,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
Caty Ivakhin,5/26/1988,651-26-8983,83076,30,Private,169496,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,United-States,>50K
Karylin Moreby,1/29/1955,686-45-1320,92939,53,Private,22978,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
Ranee Theriot,12/19/1975,539-60-0557,58115,34,Private,366898,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,<=50K
Benita Tiffney,11/7/2011,853-10-5097,77801,37,Private,324947,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
Jule Torrent,6/16/1974,638-69-7679,20355,27,Private,321577,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
Mae Leathwood,6/1/1961,840-65-9374,65487,31,Private,241360,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Izak Rumsby,3/21/2000,827-39-3652,94645,30,Private,207564,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
Waite Durber,5/10/1960,843-59-8178,27526,33,Private,220860,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
Erda Hamstead,11/6/2000,473-44-1559,99479,41,Local-gov,336571,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
Jackqueline Rasmus,4/29/2010,857-56-3732,98084,23,State-gov,56402,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
Tori Mikalski,1/15/2004,516-88-5410,26404,65,Private,180280,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
Nikolaos McPhelim,5/10/1965,465-16-6453,90923,30,Private,81282,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Francisca DelaField,4/10/2011,504-55-1268,44261,51,Private,86332,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,4064,0,55,United-States,<=50K
Palmer Hayles,7/3/1953,817-34-9492,75868,30,Local-gov,27051,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
Alexei Belhomme,11/17/1975,378-41-8362,17927,49,Private,287647,Masters,14,Divorced,Sales,Not-in-family,White,Male,4787,0,45,United-States,>50K
Pauline McTurlough,12/24/1978,279-91-4100,59274,37,Self-emp-not-inc,183735,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3137,0,30,United-States,<=50K
Albertine Pittham,1/12/1991,515-73-4117,13244,42,Private,100800,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Corbet Castro,4/21/1983,479-63-0519,28124,62,Private,155094,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
Jolynn Seleway,11/19/1983,866-52-2488,16918,67,,102693,HS-grad,9,Widowed,,Not-in-family,White,Male,1086,0,35,United-States,<=50K
Oliy Munkley,1/5/2006,588-40-9419,18984,31,Private,151053,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,United-States,>50K
Valina Keele,11/24/1979,128-30-1666,843,50,Private,548361,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,>50K
Shandy De Souza,4/30/1962,851-90-1935,28372,33,Private,173858,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,<=50K
Tomkin Lynch,12/30/1953,331-94-5052,90033,27,Private,347153,Some-college,10,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
Crosby Keal,7/1/2011,496-79-9280,10466,31,Private,319146,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,Mexico,>50K
Feodor Rae,6/2/1978,406-12-1155,31747,35,Private,197719,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
Kiersten Mulrean,5/3/1960,159-32-9188,47212,55,Private,197114,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,6,United-States,>50K
Thorin Tullett,1/8/1956,537-60-9640,58110,54,Self-emp-not-inc,109418,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,35,United-States,>50K
Bron Lodovichi,12/10/1987,723-15-4950,7189,56,Private,182062,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,>50K
Wilma Lindeberg,5/3/1966,420-65-9484,56784,21,Private,184543,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Obadiah Suller,1/20/1980,568-92-8489,73199,66,Private,175558,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,20,Germany,<=50K
Estella Chatwin,2/12/1971,634-93-6436,55420,46,Private,122026,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
Silvana Jacquemy,11/15/1959,455-64-1311,92259,23,Private,340543,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
Vannie Kochl,9/5/1974,159-78-4476,88539,43,Private,101950,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
Truman Warcup,10/11/2008,847-85-5297,42676,40,Private,179508,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
Mignonne Napton,9/10/1951,250-57-7013,10159,52,Private,225317,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
Herve Limpricht,3/19/1999,745-19-6933,29119,59,Local-gov,53304,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
Neron Drinkale,5/28/1990,485-30-8186,45981,36,Local-gov,282602,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
Adair Stive,10/30/1967,191-97-1788,35678,33,Private,184016,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
Lou Elias,1/4/2004,349-48-2766,12080,20,Private,250165,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
Adrienne Bevans,9/19/1969,801-95-2129,90628,21,Private,196467,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,<=50K
Dicky Yapp,11/17/1982,872-66-0210,47092,59,,220783,10th,6,Widowed,,Unmarried,White,Female,0,0,40,United-States,<=50K
Christal Cleen,1/26/1952,859-93-6545,98480,42,Self-emp-not-inc,178780,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
Nicholle Westwood,1/11/1979,609-23-6573,82885,62,Private,65868,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K
Baillie Nazer,9/21/1969,237-74-2585,27761,54,Private,35459,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Rozalin Tainton,4/28/1998,743-44-6709,28655,35,Private,98986,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
Tatum Lavington,10/12/1950,149-64-2822,86368,36,Private,282092,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
Hobard Zanussii,9/6/1955,386-35-6725,48952,21,Private,140764,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,45,United-States,<=50K
Luciana Shottin,9/5/1976,619-67-4068,21941,30,Private,33124,HS-grad,9,Separated,Farming-fishing,Unmarried,White,Female,0,0,14,United-States,<=50K
Eddi Mycroft,11/3/1955,569-36-9585,25102,46,Private,90042,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Ewell Dwerryhouse,8/6/2007,419-42-8458,52668,32,Private,102986,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,>50K
Cosette Confait,9/14/1991,276-48-7481,41102,21,Private,214387,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,64,United-States,<=50K
Josi MacBrearty,8/22/2000,474-87-9176,15151,39,Private,180667,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
Sidoney Mayell,3/26/1997,133-21-4911,9160,54,Private,278329,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,<=50K
Horatia Ferenczi,9/30/2005,814-25-0433,39844,32,Private,184440,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464,0,40,United-States,<=50K
Ford Arnson,2/10/1979,639-46-1742,25096,23,Private,140462,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
Smitty Stathers,10/4/2001,883-34-1609,69809,42,Private,202565,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Italy,<=50K
Robbi Sherston,1/19/2005,572-40-8554,46813,62,,181063,10th,6,Widowed,,Not-in-family,White,Female,0,0,30,United-States,<=50K
Rollie Seacombe,12/8/1979,861-89-3502,69361,28,Private,287268,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
Massimo Oller,1/21/2003,493-71-0661,88200,28,Private,215955,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Lonnard Leates,11/6/1953,882-27-4834,61168,35,Private,82552,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
Milly Abbate,9/6/2012,821-95-9162,20332,19,Private,41745,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
Gaile Lilford,4/16/1992,445-51-0254,13521,27,Private,73587,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,<=50K
Irma Breckell,5/13/1987,348-66-5293,7624,54,Private,263925,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
Siffre Windaybank,9/24/1960,720-13-0168,35623,19,Private,196119,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
Marieann Strother,12/25/1964,450-34-8695,64450,27,Private,284741,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
Georgine Manston,10/2/1998,147-84-0985,72952,30,Private,293936,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,50,,<=50K
Marion Baise,1/1/1988,234-35-1696,87418,35,Private,340428,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
Vachel Speir,8/17/2002,652-24-2789,10752,66,,175891,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
Bell Veysey,12/3/1998,673-43-1578,45316,19,Local-gov,276973,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
Katerine Cubberley,11/2/2003,124-72-9068,60048,30,Private,161599,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
Karisa Birrane,5/4/1981,137-09-7649,14515,32,Private,144064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
Alma Deacock,9/15/1952,133-85-2719,7279,31,Private,236391,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
Rivy MacBain,10/27/1966,201-58-1092,92002,26,Private,224943,Assoc-voc,11,Never-married,Sales,Other-relative,Black,Male,0,0,65,United-States,<=50K
Carson Hillburn,4/22/1971,286-63-8168,81466,44,Private,151294,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
Chere Cino,8/22/1971,614-50-1187,66258,52,Private,68982,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
Petronia Cahey,8/18/1959,512-84-9860,95253,30,Private,241885,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
Gwendolyn Lightowler,3/7/1980,179-17-3657,82030,32,Self-emp-not-inc,189461,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
Hyacinthia Pynner,12/18/1968,311-54-9400,57649,19,Self-emp-not-inc,36012,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Fran Routh,12/2/1972,124-48-6864,18126,33,Private,85355,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
Viki Chellam,9/17/1991,228-10-1957,28216,20,Private,157595,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
Georgette Whitten,3/5/1982,569-13-7753,13415,61,Private,197286,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Joellyn Fiddeman,8/25/1955,128-34-7708,87003,33,Private,362747,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
Kirby Leechman,10/29/2004,338-32-0997,4957,24,Private,395297,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
Allis Wheatley,1/18/2000,638-53-5777,78011,31,Self-emp-not-inc,144949,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
Maximilien Bridger,2/16/1980,635-39-8602,57425,20,,163665,HS-grad,9,Never-married,,Own-child,White,Female,0,0,20,United-States,<=50K
Adelle Teresa,3/2/1968,240-18-2281,39163,32,Private,141490,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
Del Mardee,8/12/1995,524-15-2399,79927,29,Private,147889,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
Stirling Ventris,4/13/1989,867-80-1170,44514,61,Private,232808,10th,6,Divorced,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K
Luciano Copeland,11/11/1972,177-44-4136,54979,48,Private,70668,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,United-States,<=50K
Dido Schorah,12/26/1957,767-97-4999,62346,29,Federal-gov,33315,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Chaddy Whieldon,10/15/1955,785-33-3335,37689,61,,63526,12th,8,Never-married,,Not-in-family,Black,Male,0,0,52,United-States,<=50K
Shelagh Gabites,3/16/1983,183-84-0384,10422,34,Private,591711,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,48,,<=50K
Boony Temperley,2/1/2010,353-25-5591,5850,22,Private,200318,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
Valentin Zelake,7/5/1996,136-45-5651,6831,32,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
Jeanna Sunock,6/15/2011,192-23-6826,25206,38,Private,109231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Lorinda Linn,7/8/1965,172-84-2092,69452,27,Private,102889,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
Matty Davie,1/12/2011,770-15-8354,6464,26,Private,167106,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Hong,<=50K
Valenka Setchfield,11/26/1986,533-30-8387,70554,35,Private,182898,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,8614,0,40,United-States,>50K
Nicki Fruser,11/28/1964,537-77-5440,4504,62,Private,197918,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Celestina Brunke,1/3/1996,166-32-1828,86619,28,Private,67386,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Rosie Witherspoon,2/3/1976,484-05-6786,38808,50,Private,126592,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Amanda Handy,5/27/2007,394-11-8159,58970,34,Private,49469,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,99999,0,50,United-States,>50K
Ally Ewence,11/21/1972,480-79-9431,57492,37,Self-emp-not-inc,119929,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Lucie Jochen,5/10/1975,106-86-1116,84939,63,Private,158199,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,44,Portugal,<=50K
Daisie D'Cruze,7/29/1973,116-28-1247,89763,35,Private,341102,9th,5,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Letta Fellos,3/20/1971,419-79-8264,46207,55,Private,101524,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
Raddie Han,11/19/1997,543-96-6468,49008,40,Private,202872,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
Thorpe Mardall,6/8/1960,732-76-8974,82808,25,Private,195201,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,50,United-States,<=50K
Bart Long,11/26/1964,163-91-1802,49638,51,Private,128272,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
Vale Maben,9/1/1995,394-32-1636,72999,37,Private,263094,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
Bryce Gewer,1/15/1975,427-95-4948,403,54,Self-emp-inc,357596,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K
Drucill Haspineall,1/28/1952,551-86-1859,56791,47,Local-gov,102628,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
Wanids Petera,4/24/1954,615-53-1845,51920,26,Private,171114,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
Noak Housecraft,8/23/1992,551-49-3472,17617,46,Private,216414,Assoc-voc,11,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
Heywood Winchurst,12/16/1966,338-57-4388,89025,24,Private,127753,12th,8,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
Naomi Clissold,10/6/2010,608-08-9814,88434,19,Private,282698,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,80,United-States,<=50K
Gar Culleton,9/30/1956,767-14-2938,60031,35,Private,139364,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
Chickie Bourrel,3/13/1984,647-65-1012,84019,36,Local-gov,312785,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,35,United-States,<=50K
Jarib Gush,2/4/2003,654-53-4588,43650,18,Private,92864,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
Harper Lancastle,3/3/1994,698-63-7658,13636,46,Local-gov,175428,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
Heinrick Scotter,2/28/1958,503-86-4969,89924,30,Private,104223,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K
Christos Jakoviljevic,3/17/1952,326-41-1636,67669,29,Private,144784,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Wallie Dorro,2/26/1975,547-77-1993,1374,65,Private,178934,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,20,Jamaica,<=50K
Gran Kettlesting,9/12/2005,224-07-9804,75281,41,Private,211253,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
Bendick Lawther,12/1/2005,188-69-4600,97785,34,Private,133122,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
Olivia Stanyon,2/12/1981,156-68-6234,14881,58,Private,103540,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
Luca Trustie,5/17/1982,553-18-4014,89487,39,State-gov,172700,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
Dimitry Crane,12/31/1987,294-64-1202,74242,21,Private,282484,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
Esmeralda Bescoby,4/8/1954,388-03-9291,3099,31,Private,323055,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
Rhodie Widdowfield,11/26/2009,255-60-1063,74697,33,State-gov,291494,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
Robena Caroli,2/29/1952,706-09-6595,71631,28,Private,214702,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
Tabitha Birtchnell,10/3/1986,711-20-1988,99605,32,Private,116055,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,2977,0,35,United-States,<=50K
Rosella Smyley,8/24/1959,176-35-0123,35976,32,Private,226696,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
Jephthah Garken,8/21/1997,639-33-2765,39386,31,Private,216827,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
Vivi Guilloud,6/2/1959,709-70-1751,477,41,Self-emp-not-inc,153132,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
Harwilll Keston,2/12/1956,176-10-8925,42615,48,Private,307440,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,45,Philippines,>50K
Urbain Bolton,5/1/1987,655-88-6483,17390,27,Private,278122,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
Sax Edgeson,8/27/2011,795-79-5405,68825,45,Private,122195,HS-grad,9,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
Christiana Wontner,4/23/1988,390-33-1694,39640,34,Self-emp-not-inc,156890,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
Sheffield Staig,8/19/1978,789-04-3560,32046,17,Private,36877,10th,6,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
Ivonne Henner,7/2/1965,279-96-9100,87593,25,Private,131178,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,23,United-States,<=50K
Rockie Burnel,4/26/2008,757-56-8528,63927,34,Self-emp-inc,62396,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,62,United-States,>50K
Leann Vondra,10/4/1963,204-96-8966,69012,33,Private,73054,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
Nanine Alfonso,1/30/1959,195-69-3442,18450,21,Private,96844,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
Rafaelia Neissen,2/26/1971,814-44-7039,23160,22,Private,324922,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
Rem Rame,12/1/1975,229-62-9687,10049,61,Private,130684,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K
Hi Gladeche,7/21/1964,140-26-6471,23158,40,Private,178983,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50K
Chrissy Swadling,9/21/2010,437-99-2671,79868,58,Private,81038,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,United-States,<=50K
Chet Baumford,11/22/2007,850-53-3488,6104,30,Private,151967,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,<=50K
Bartholomew Adamini,7/19/1966,174-73-9190,18115,24,Private,278107,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
Evelyn Wyant,9/1/1995,697-37-9767,99007,52,Self-emp-not-inc,183146,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
Aretha Langdridge,12/29/1971,188-97-3684,37415,50,Private,183638,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
Diarmid Eads,7/31/1990,654-94-1600,54396,49,Private,247892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,<=50K
Anatollo Gitting,9/25/1993,268-06-7237,83639,22,Private,221480,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
Bathsheba Frangello,2/6/1978,177-84-7794,10596,32,Private,118551,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,,>50K
